20190618115903,0.000000,0.000000,46011,32.06584291,118.7712043,NoType,3,16485,67136306,1825,B3,77,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115904,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,0,13352,27335,659,B0,49,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115909,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,2,53507,7312,10663,B0,315,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115910,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,3,20486,230798339,38400,B39,247,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115912,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,0,20486,62483,78,B0,43,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115914,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,3,20739,83929867,1650,B3,76,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115920,0.000000,0.000000,46003,32.06584291,118.7712043,,1,14174,32869,283,,10,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115920,0.000000,0.000000,46011,32.06584291,118.7712043,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115920,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,0,13352,27335,659,B0,49,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115925,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,3,20486,230798339,38400,B39,247,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115928,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115930,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,2,53507,7312,10663,B0,315,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115930,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,3,20739,83929867,1650,B3,76,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115935,0.000000,0.000000,46011,32.06584291,118.7712043,NoType,3,16485,67136306,1825,B3,77,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115936,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,0,13352,27335,659,B0,49,-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115941,0.000000,0.000000,46003,32.06584291,118.7712043,,1,14174,32869,283,,10,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115941,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115944,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115947,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,3,20739,83929867,1650,B3,76,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115951,0.000000,0.000000,46011,32.06584291,118.7712043,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115952,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,0,13352,18113,112,B0,11,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115952,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,2,53507,7312,10663,B0,315,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618115957,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,3,20486,230798339,38400,B39,247,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120000,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,0,20486,62483,78,B0,43,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120002,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,3,20739,83929867,1650,B3,76,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120004,0.000000,0.000000,46003,32.06584291,118.7712043,,1,14174,32869,283,,10,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120007,0.000000,0.000000,46011,32.06584291,118.7712043,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120008,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,0,13352,18113,112,B0,11,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120014,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,3,20486,230798339,38400,B39,247,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120015,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,2,53507,7312,10663,B0,315,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120016,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,0,20486,62483,78,B0,43,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120018,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,3,20739,83929867,1650,B3,76,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120024,0.000000,0.000000,46011,32.06584291,118.7712043,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120024,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,0,13352,18113,112,B0,11,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120029,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,3,20486,230798339,38400,B39,247,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120032,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,0,20486,62483,78,B0,43,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120034,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,3,20739,83929867,1650,B3,76,-88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120036,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,2,53507,7312,10663,B0,315,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120040,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,0,13352,27335,659,B0,49,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120040,0.000000,0.000000,46011,32.06584291,118.7712043,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120045,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,3,20486,230798339,38400,B39,247,-91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120048,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120048,0.000000,0.000000,46003,32.06584291,118.7712043,,1,14174,32869,283,,10,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120051,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,3,20739,83929867,1650,B3,76,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120055,0.000000,0.000000,46011,32.06584291,118.7712043,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120056,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,0,13352,27335,659,B0,49,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120059,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,2,53507,7312,10663,B0,315,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120101,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120104,0.000000,0.000000,46000,32.06584291,118.7712043,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120107,0.000000,0.000000,46001,32.06584291,118.7712043,NoType,3,20739,83929867,1650,B3,76,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120111,0.000000,0.000000,46011,32.06590900,118.7712794,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120112,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,0,13352,27335,659,B0,49,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120118,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120120,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120120,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,2,53507,7312,10663,B0,315,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120122,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,3,20739,83929867,1650,B3,76,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120127,0.000000,0.000000,46011,32.06590900,118.7712794,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120128,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,0,13352,27335,659,B0,49,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120132,0.000000,0.000000,46003,32.06590900,118.7712794,,1,14174,32869,283,,10,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120134,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120136,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120138,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,3,20739,83929867,1650,B3,76,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120143,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,2,53507,7312,10663,B0,315,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120144,0.000000,0.000000,46011,32.06590900,118.7712794,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120144,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,0,13352,27335,659,B0,49,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120149,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120152,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120153,0.000000,0.000000,46003,32.06590900,118.7712794,,1,14174,32869,283,,10,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120154,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,3,20739,83929867,1650,B3,76,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120159,0.000000,0.000000,46011,32.06590900,118.7712794,NoType,3,16485,67136306,1825,B3,77,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120200,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,0,13352,27335,659,B0,49,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120204,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,2,53507,7312,10663,B0,315,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120205,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120208,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120211,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,3,20739,83929867,1650,B3,76,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120215,0.000000,0.000000,46003,32.06590900,118.7712794,,1,14174,32869,283,,10,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120215,0.000000,0.000000,46011,32.06590900,118.7712794,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120216,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,0,13352,27335,659,B0,49,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120221,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120224,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120227,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,2,53507,7312,10663,B0,315,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120231,0.000000,0.000000,46011,32.06590900,118.7712794,NoType,3,16485,67136306,1825,B3,77,-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120232,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,0,13352,27335,659,B0,49,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120238,0.000000,0.000000,46003,32.06590900,118.7712794,,1,14174,32869,283,,10,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120238,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120240,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120242,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,3,20739,83929867,1650,B3,76,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120248,0.000000,0.000000,46011,32.06590900,118.7712794,NoType,3,16485,67136306,1825,B3,77,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120248,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,0,13352,27335,659,B0,49,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120248,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,2,53507,7312,10663,B0,315,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120254,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120256,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,0,20486,62483,78,B0,43,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120258,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,3,20739,83929867,1650,B3,76,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120259,0.000000,0.000000,46003,32.06590900,118.7712794,,1,14174,32869,283,,10,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120304,0.000000,0.000000,46001,32.06590900,118.7712794,NoType,0,13352,27335,659,B0,49,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120304,0.000000,0.000000,46011,32.06590900,118.7712794,NoType,3,16485,67136306,1825,B3,77,-98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190618120309,0.000000,0.000000,46000,32.06590900,118.7712794,NoType,3,20486,230798339,38400,B39,247,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
