20190625161733,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-82,,,1825,B3,75,-89,,,1825,B3,120,-91,,,,,,,,,,,,,,,,,,,,,,,,
20190625161736,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-81,,,1825,B3,75,-93,,,1825,B3,120,-93,,,,,,,,,,,,,,,,,,,,,,,,
20190625161739,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-82,,,1825,B3,75,-91,,,1825,B3,120,-92,,,,,,,,,,,,,,,,,,,,,,,,
20190625161742,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-81,,,1825,B3,75,-92,,,1825,B3,120,-90,,,,,,,,,,,,,,,,,,,,,,,,
20190625161745,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-81,,,1825,B3,120,-93,,,1825,B3,75,-92,,,,,,,,,,,,,,,,,,,,,,,,
20190625161748,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-81,,,1825,B3,120,-93,,,1825,B3,75,-93,,,,,,,,,,,,,,,,,,,,,,,,
20190625161751,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-81,,,1825,B3,120,-93,,,1825,B3,75,-94,,,,,,,,,,,,,,,,,,,,,,,,
20190625161754,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-83,,,1825,B3,75,-93,,,1825,B3,120,-94,,,,,,,,,,,,,,,,,,,,,,,,
20190625161757,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-83,,,1825,B3,120,-93,,,1825,B3,75,-94,,,,,,,,,,,,,,,,,,,,,,,,
20190625161800,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-83,,,1825,B3,76,-91,,,1825,B3,120,-90,,,1825,B3,75,-91,,,,,,,,,,,,,,,,,,
20190625161803,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-84,,,1825,B3,120,-91,,,1825,B3,76,-89,,,1825,B3,75,-90,,,,,,,,,,,,,,,,,,
20190625161806,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-77,,,1825,B3,75,-87,,,1825,B3,120,-89,,,1825,B3,76,-90,,,,,,,,,,,,,,,,,,
20190625161810,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-77,,,1825,B3,75,-91,,,1825,B3,76,-92,,,1825,B3,120,-92,,,,,,,,,,,,,,,,,,
20190625161813,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-77,,,1825,B3,76,-89,,,1825,B3,120,-91,,,1825,B3,75,-88,,,,,,,,,,,,,,,,,,
20190625161816,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-76,,,1825,B3,51,-91,,,1825,B3,120,-88,,,1825,B3,76,-88,,,1825,B3,75,-89,,,,,,,,,,,,
20190625161819,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-76,,,1825,B3,120,-84,,,1825,B3,75,-84,,,1825,B3,51,-87,,,1825,B3,76,-85,,,,,,,,,,,,
20190625161822,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-77,,,1825,B3,120,-91,,,1825,B3,51,-89,,,1825,B3,75,-89,,,1825,B3,76,-87,,,,,,,,,,,,
20190625161825,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-79,,,1825,B3,75,-87,,,1825,B3,76,-88,,,1825,B3,120,-87,,,1825,B3,51,-88,,,,,,,,,,,,
20190625161828,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-77,,,1825,B3,75,-90,,,1825,B3,120,-89,,,1825,B3,76,-88,,,1825,B3,51,-91,,,,,,,,,,,,
20190625161831,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-76,,,1825,B3,51,-92,,,1825,B3,120,-93,,,1825,B3,23,-90,,,1825,B3,459,-88,,,,,,,,,,,,
20190625161834,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-77,,,1825,B3,51,-92,,,1825,B3,459,-91,,,1825,B3,120,-89,,,1825,B3,23,-89,,,,,,,,,,,,
20190625161837,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-77,,,1825,B3,459,-88,,,1825,B3,51,-88,,,1825,B3,23,-90,,,1825,B3,120,-93,,,,,,,,,,,,
20190625161840,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-79,,,1825,B3,51,-88,,,1825,B3,23,-92,,,1825,B3,459,-90,,,1825,B3,120,-94,,,,,,,,,,,,
20190625161843,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-78,,,1825,B3,23,-89,,,1825,B3,51,-87,,,1825,B3,459,-87,,,1825,B3,120,-90,,,,,,,,,,,,
20190625161846,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-82,,,1825,B3,459,-90,,,1825,B3,23,-90,,,,,,,,,,,,,,,,,,,,,,,,
20190625161849,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-84,,,1825,B3,459,-93,,,1825,B3,23,-94,,,,,,,,,,,,,,,,,,,,,,,,
20190625161852,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-84,,,1825,B3,23,-96,,,1825,B3,459,-96,,,,,,,,,,,,,,,,,,,,,,,,
20190625161855,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-85,,,1825,B3,23,-90,,,1825,B3,459,-95,,,,,,,,,,,,,,,,,,,,,,,,
20190625161858,0.000000,0.000000,46011,32.069832,118.782666,,3,16485,67136306,1825,B3,77,-85,,,1825,B3,23,-90,,,1825,B3,459,-92,,,,,,,,,,,,,,,,,,,,,,,,
